OBJECTID,FULL_NAME,STR_NAME,STR_TYPE,MIX_FULL,MIX_NAME,GSA_LEFT,GSA_RIGHT,STR_CODE_L,STR_CODE_R,Shape__Length
1003081,TERENCE BAY WHARF RD,TERENCE BAY WHARF,RD,Terence Bay Wharf Rd,Terence Bay Wharf,TERENCE BAY,TERENCE BAY,10363,10363,176.911331702999
1003082,DONOVON DR,DONOVON,DR,Donovon Dr,Donovon,LAKESIDE,LAKESIDE,10364,10364,121.945981436759
1003083,GOVERNORS CRT,GOVERNORS,CRT,Governors Crt,Governors,BEDFORD,BEDFORD,10366,10366,86.7677046077694
1003084,HAGES LANE,HAGES,LANE,Hages Lane,Hages,PROSPECT,PROSPECT,10372,10372,1217.72152230615
1003085,HAMMONDS PLAINS RD,HAMMONDS PLAINS,RD,Hammonds Plains Rd,Hammonds Plains,HAMMONDS PLAINS,HAMMONDS PLAINS,10373,10373,13704.237532272
1003086,KETCH HARBOUR RD,KETCH HARBOUR,RD,Ketch Harbour Rd,Ketch Harbour,PORTUGUESE COVE,PORTUGUESE COVE,10556,10556,4312.73931405811
1003087,ST MARGARETS BAY RD,ST MARGARETS BAY,RD,St Margarets Bay Rd,St Margarets Bay,BLACK POINT,BLACK POINT,10427,10427,3349.38091089049
1003088,ST MARGARETS BAY RD,ST MARGARETS BAY,RD,St Margarets Bay Rd,St Margarets Bay,BOUTILIERS POINT,BOUTILIERS POINT,10428,10428,4092.3746377591
1003089,MCRAE DR,MCRAE,DR,Mcrae Dr,Mcrae,GAETZ BROOK,GAETZ BROOK,15548,15548,214.152684001771
1003090,DEEPWOOD DR,DEEPWOOD,DR,Deepwood Dr,Deepwood,PORTERS LAKE,PORTERS LAKE,15549,15549,686.581395894021
1003091,MILL POND CRT,MILL POND,CRT,Mill Pond Crt,Mill Pond,MUSQUODOBOIT HARBOUR,MUSQUODOBOIT HARBOUR,15551,15551,251.452982805901
1003092,SCOTSDALE DR,SCOTSDALE,DR,Scotsdale Dr,Scotsdale,MUSQUODOBOIT HARBOUR,MUSQUODOBOIT HARBOUR,15792,15792,4719.52985815909
1003093,CASTLEMARK CRT,CASTLEMARK,CRT,Castlemark Crt,Castlemark,FALL RIVER,FALL RIVER,15793,15793,138.226975862688
1003094,WHITTINGTON CRT,WHITTINGTON,CRT,Whittington Crt,Whittington,FALL RIVER,FALL RIVER,15794,15794,203.927240097826
1003095,PINNACLE CRT,PINNACLE,CRT,Pinnacle Crt,Pinnacle,FALL RIVER,FALL RIVER,15795,15795,252.059687346263
1003096,FELLER CRT,FELLER,CRT,Feller Crt,Feller,MIDDLE SACKVILLE,MIDDLE SACKVILLE,15796,15796,136.959556175381
1003097,OSOOGOONE LANE,OSOOGOONE,LANE,Osoogoone Lane,Osoogoone,CLAM BAY,CLAM BAY,15226,15226,202.623221181574
1003098,FRALICKS LOOP,FRALICKS,LOOP,Fralicks Loop,Fralicks,PORT DUFFERIN,PORT DUFFERIN,15227,15227,406.024466846096
1003099,SCRIVENS RD,SCRIVENS,RD,Scrivens Rd,Scrivens,WEST QUODDY,WEST QUODDY,15228,15228,936.457198058767
1003100,FERRY RD,FERRY,RD,Ferry Rd,Ferry,MOSER RIVER,MOSER RIVER,15229,15229,372.901622514356
1003101,VINEGAR LAKE RD,VINEGAR LAKE,RD,Vinegar Lake Rd,Vinegar Lake,QUEENSLAND,QUEENSLAND,15405,15405,2884.86196390388
1003102,BLUE WILLOW CRT,BLUE WILLOW,CRT,Blue Willow Crt,Blue Willow,HALIFAX,HALIFAX,15407,15407,124.521067897147
1003103,HIGHWAY 207,HIGHWAY 207, ,Highway 207,Highway 207,SEAFORTH,SEAFORTH,10410,10410,7009.92123427528
1003104,FIR GROVE DR,FIR GROVE,DR,Fir Grove Dr,Fir Grove,EAST PENNANT,EAST PENNANT,10310,10310,436.210845626822
1003105,FISHERMAN RD,FISHERMAN,RD,Fisherman Rd,Fisherman,LITTLE HARBOUR,LITTLE HARBOUR,10313,10313,291.925130070634
1003106,FITZGERALD RD,FITZGERALD,RD,Fitzgerald Rd,Fitzgerald,QUEENSLAND,QUEENSLAND,10314,10314,248.783343273054
1003107,FOURTH ST,FOURTH,ST,Fourth St,Fourth,LAKESIDE,LAKESIDE,10325,10325,233.307329633182
1003108,HILLSIDE DR,HILLSIDE,DR,Hillside Dr,Hillside,BOUTILIERS POINT,BOUTILIERS POINT,10499,10499,2951.18507411976
1003109,MALAY FALLS LOCHABER MINES RD,MALAY FALLS LOCHABER MINES,RD,Malay Falls Lochaber Mines Rd,Malay Falls Lochaber Mines,MALAY FALLS,MALAY FALLS,10626,10626,3378.3991353746
1003110,MANSFIELD LANE,MANSFIELD,LANE,Mansfield Lane,Mansfield,LOWER SACKVILLE,LOWER SACKVILLE,10628,10628,149.503465042466
1003111,MAPLE LAKE RD,MAPLE LAKE,RD,Maple Lake Rd,Maple Lake,TIMBERLEA,TIMBERLEA,10631,10631,765.763666951518
1003112,MAPLEWOOD DR,MAPLEWOOD,DR,Maplewood Dr,Maplewood,WILLIAMSWOOD,WILLIAMSWOOD,10632,10632,195.382322626296
1003113,MACLEAN RD,MACLEAN,RD,Maclean Rd,Maclean,HEAD OF ST MARGARETS BAY,HEAD OF ST MARGARETS BAY,15069,15069,489.670603439793
1003114,MALCOLMS LANE,MALCOLMS,LANE,Malcolms Lane,Malcolms,BLACK POINT,BLACK POINT,15071,15071,168.556709761746
1003115,TRUEMAN LANE,TRUEMAN,LANE,Trueman Lane,Trueman,HUBBARDS,HUBBARDS,15074,15074,325.812933097612
1003116,OWLS HEAD WHARF LANE,OWLS HEAD WHARF,LANE,Owls Head Wharf Lane,Owls Head Wharf,OWLS HEAD,OWLS HEAD,16670,16670,138.652110581103
1003117,SADDLEBACK RD,SADDLEBACK,RD,Saddleback Rd,Saddleback,HAMMONDS PLAINS,HAMMONDS PLAINS,16671,16671,895.24133801016
1003118,GLEAVE WALK,GLEAVE,WALK,Gleave Walk,Gleave,DARTMOUTH,DARTMOUTH,16672,16672,164.362606525357
1003119,GLEN ARBOUR WAY,GLEN ARBOUR,WAY,Glen Arbour Way,Glen Arbour,HAMMONDS PLAINS,HAMMONDS PLAINS,15263,15263,5383.16387873323
1003120,GREENSIDE LANE,GREENSIDE,LANE,Greenside Lane,Greenside,HAMMONDS PLAINS,HAMMONDS PLAINS,16013,16013,763.069528780496
1003121,HENRY AVE,HENRY,AVE,Henry Ave,Henry,FALL RIVER,FALL RIVER,10393,10393,2655.31762831731
1003122,SHORE CLUB RD,SHORE CLUB,RD,Shore Club Rd,Shore Club,HUBBARDS,HUBBARDS,8706,8706,1575.5168118592
1003123,MARSH LANE,MARSH,LANE,Marsh Lane,Marsh,WEST CHEZZETCOOK,WEST CHEZZETCOOK,17042,17042,382.370200858584
1003124,JAYCOR CRT,JAYCOR,CRT,Jaycor Crt,Jaycor,BAYSIDE,BAYSIDE,15556,15556,244.416273181673
1003125,TENON DR,TENON,DR,Tenon Dr,Tenon,MIDDLE SACKVILLE,MIDDLE SACKVILLE,15558,15558,761.06736753838
1003126,HAMPTON CRT,HAMPTON,CRT,Hampton Crt,Hampton,STILLWATER LAKE,STILLWATER LAKE,15559,15559,400.305769096472
1003127,CINDY DR,CINDY,DR,Cindy Dr,Cindy,GRAND LAKE,GRAND LAKE,15561,15561,1338.13261686849
1003128,HAVERSTOCK DR,HAVERSTOCK,DR,Haverstock Dr,Haverstock,HAMMONDS PLAINS,HAMMONDS PLAINS,15562,15562,279.972176109025
1003129,CARMEL CRES,CARMEL,CRES,Carmel Cres,Carmel,HAMMONDS PLAINS,HAMMONDS PLAINS,15564,15564,1629.74280331566
1003130,CANNON ROCK LANE,CANNON ROCK,LANE,Cannon Rock Lane,Cannon Rock,SHAD BAY,SHAD BAY,15565,15565,784.29336095979
1003131,BURKNER LAKE RD,BURKNER LAKE,RD,Burkner Lake Rd,Burkner Lake,CARIBOU MINES,CARIBOU MINES,10580,10580,614.882804152023
1003132,LAKEMIST CRT,LAKEMIST,CRT,Lakemist Crt,Lakemist,DARTMOUTH,DARTMOUTH,15586,15586,482.402346626129
1003133,DERBY DR,DERBY,DR,Derby Dr,Derby,HAMMONDS PLAINS,HAMMONDS PLAINS,15587,15587,128.819705838688
1003134,HOUDA CRT,HOUDA,CRT,Houda Crt,Houda,HALIFAX,HALIFAX,15588,15588,104.222468955807
1003135,SOLUTIONS DR,SOLUTIONS,DR,Solutions Dr,Solutions,HALIFAX,HALIFAX,15589,15589,759.468797129922
1003136,QUODDY DR,QUODDY,DR,Quoddy Dr,Quoddy,WEST QUODDY,WEST QUODDY,15590,15590,722.49308255115
1003137,HIGHWAY 207,HIGHWAY 207, ,Highway 207,Highway 207,THREE FATHOM HARBOUR,THREE FATHOM HARBOUR,10411,10411,3715.73430292828
1003138,HIGHWAY 224,HIGHWAY 224, ,Highway 224,Highway 224,BEAVER DAM,BEAVER DAM,10413,10413,4888.28679390197
1003139,HIGHWAY 224,HIGHWAY 224, ,Highway 224,Highway 224,CHASWOOD,CHASWOOD,10414,10414,10367.2815606873
1003140,HIGHWAY 224,HIGHWAY 224, ,Highway 224,Highway 224,PLEASANT VALLEY,PLEASANT VALLEY,10420,10420,20265.0218069509
1003141,MARLBOROUGH LANE,MARLBOROUGH,LANE,Marlborough Lane,Marlborough,BEAVER BANK,BEAVER BANK,10638,10638,93.7314282041074
1003142,MASONS POINT RD,MASONS POINT,RD,Masons Point Rd,Masons Point,HEAD OF ST MARGARETS BAY,HEAD OF ST MARGARETS BAY,10647,10647,2669.06746060195
1003143,MCCOOMBS LANE,MCCOOMBS,LANE,Mccoombs Lane,Mccoombs,EASTERN PASSAGE,EASTERN PASSAGE,10648,10648,185.007014103934
1003144,MCDOUGALL AVE,MCDOUGALL,AVE,Mcdougall Ave,Mcdougall,LOWER SACKVILLE,LOWER SACKVILLE,10650,10650,396.619367578572
1003145,MCMULLIN RD,MCMULLIN,RD,Mcmullin Rd,Mcmullin,WYSES CORNER,WYSES CORNER,10657,10657,1053.17936593199
1003146,MCPHERSON RD,MCPHERSON,RD,Mcpherson Rd,Mcpherson,FALL RIVER,FALL RIVER,10659,10659,320.37660544439
1003147,MEADOW WALK,MEADOW,WALK,Meadow Walk,Meadow,DARTMOUTH,DARTMOUTH,10660,10660,52.7647433599542
1003148,GEORGE JACKSON RD,GEORGE JACKSON,RD,George Jackson Rd,George Jackson,FALL RIVER,FALL RIVER,15077,15077,321.706895852327
1003149,BEDFORD BYPS,BEDFORD,BYPS,Bedford Byps,Bedford,BEDFORD,BEDFORD,15080,15080,9578.02110967792
1003150,ARTHUR LISMER CRT,ARTHUR LISMER,CRT,Arthur Lismer Crt,Arthur Lismer,BEDFORD,BEDFORD,10083,10083,104.599335983451
1003151,ASH GROVE LANE,ASH GROVE,LANE,Ash Grove Lane,Ash Grove,TIMBERLEA,TIMBERLEA,10084,10084,144.587313833193
1003152,ASHCROFT AVE,ASHCROFT,AVE,Ashcroft Ave,Ashcroft,HARRIETSFIELD,HARRIETSFIELD,10086,10086,433.638543860607
1003153,ASTAAK RD,ASTAAK,RD,Astaak Rd,Astaak,CLAM BAY,CLAM BAY,10090,10090,213.542218659656
1003154,ATHABASKAN AVE,ATHABASKAN,AVE,Athabaskan Ave,Athabaskan,DARTMOUTH,DARTMOUTH,10091,10091,523.220443975518
1003155,CONRADS RD,CONRADS,RD,Conrads Rd,Conrads,QUEENSLAND,QUEENSLAND,10229,10229,1929.26587614028
1003156,BAYVIEW LANE,BAYVIEW,LANE,Bayview Lane,Bayview,QUEENSLAND,QUEENSLAND,10110,10110,485.237616014093
1003157,BEACH RD,BEACH,RD,Beach Rd,Beach,HUBBARDS,HUBBARDS,10111,10111,1610.92791619245
1003158,BEAVER HARBOUR RD,BEAVER HARBOUR,RD,Beaver Harbour Rd,Beaver Harbour,BEAVER HARBOUR,BEAVER HARBOUR,10113,10113,4242.94634076655
1003159,PROPELLER LANE,PROPELLER,LANE,Propeller Lane,Propeller,PORTERS LAKE,PORTERS LAKE,16341,16341,941.115827886947
1003160,WATERBURY LANE,WATERBURY,LANE,Waterbury Lane,Waterbury,UPPER TANTALLON,UPPER TANTALLON,16568,16568,377.507416653632
1003161,GARY MARTIN DR,GARY MARTIN,DR,Gary Martin Dr,Gary Martin,BEDFORD,BEDFORD,16830,16830,1838.23031603879
1003162,SHEPHERDS LANE,SHEPHERDS,LANE,Shepherds Lane,Shepherds,TANTALLON,TANTALLON,10874,10874,1132.24527097655
1003163,SHORT LANE,SHORT,LANE,Short Lane,Short,FALL RIVER,FALL RIVER,10877,10877,279.334564402135
1003164,SIBLEY RD,SIBLEY,RD,Sibley Rd,Sibley,MIDDLE MUSQUODOBOIT,MIDDLE MUSQUODOBOIT,10878,10878,1810.88434323665
1003165,SKYLINE DR,SKYLINE,DR,Skyline Dr,Skyline,HARRIETSFIELD,HARRIETSFIELD,10885,10885,546.321557416967
1003166,HIGHWAY 102,HIGHWAY 102, ,Highway 102,Highway 102,WINDSOR JUNCTION,WINDSOR JUNCTION,16217,16217,4137.09367324143
1003167,FORSYTHE ST,FORSYTHE,ST,Forsythe St,Forsythe,MCNABS ISLAND,MCNABS ISLAND,16218,16218,833.638279207961
1003168,OLD MILITARY RD,OLD MILITARY,RD,Old Military Rd,Old Military,MCNABS ISLAND,MCNABS ISLAND,16219,16219,756.171944080144
1003169,CARRINGTON PL,CARRINGTON,PL,Carrington Pl,Carrington,HALIFAX,HALIFAX,15319,15319,136.60029793653
1003170,ROSEHURST CL,ROSEHURST,CL,Rosehurst Cl,Rosehurst,HALIFAX,HALIFAX,15321,15321,198.412491322605
1003171,SANDWICK DR,SANDWICK,DR,Sandwick Dr,Sandwick,HAMMONDS PLAINS,HAMMONDS PLAINS,15424,15424,3458.68502737921
1003172,HIGHWAY 224,HIGHWAY 224, ,Highway 224,Highway 224,COOKS BROOK,COOKS BROOK,10415,10415,12109.2793542317
1003173,MIDDLE POINT RD,MIDDLE POINT,RD,Middle Point Rd,Middle Point,INDIAN HARBOUR,INDIAN HARBOUR,10667,10667,299.22914608533
1003174,SOLES LANE,SOLES,LANE,Soles Lane,Soles,CONROD SETTLEMENT,CONROD SETTLEMENT,10670,10670,162.39095314073
1003175,MILL LAKE RD,MILL LAKE,RD,Mill Lake Rd,Mill Lake,MILL LAKE,MILL LAKE,10672,10672,1367.14317350198
1003176,JOHNSON LOOP RD,JOHNSON LOOP,RD,Johnson Loop Rd,Johnson Loop,INDIAN HARBOUR,INDIAN HARBOUR,15058,15058,364.800826225648
1003177,HOLLETT LANE,HOLLETT,LANE,Hollett Lane,Hollett,INDIAN HARBOUR,INDIAN HARBOUR,15059,15059,138.197672545592
1003178,MORNING STAR CRT,MORNING STAR,CRT,Morning Star Crt,Morning Star,BROOKSIDE,BROOKSIDE,10693,10693,298.755194616325
1003179,MORRIS AVE,MORRIS,AVE,Morris Ave,Morris,EASTERN PASSAGE,EASTERN PASSAGE,10694,10694,201.437113788194
1003180,NATHAN AVE,NATHAN,AVE,Nathan Ave,Nathan,ELMSDALE,ELMSDALE,15084,15084,295.130821933786
1003181,SKYRIDGE DR,SKYRIDGE,DR,Skyridge Dr,Skyridge,DUTCH SETTLEMENT,DUTCH SETTLEMENT,15086,15086,942.185987607475
1003182,MANUEL DR,MANUEL,DR,Manuel Dr,Manuel,DUTCH SETTLEMENT,DUTCH SETTLEMENT,15091,15091,195.427587974855
1003183,PINE ST,PINE,ST,Pine St,Pine,MIDDLE MUSQUODOBOIT,MIDDLE MUSQUODOBOIT,15093,15093,145.137393315331
1003184,STEVENS RD,STEVENS,RD,Stevens Rd,Stevens,HIGGINSVILLE,HIGGINSVILLE,15095,15095,728.080856843205
1003185,OLD GUYSBOROUGH RD,OLD GUYSBOROUGH,RD,Old Guysborough Rd,Old Guysborough,WYSES CORNER,WYSES CORNER,10743,10743,11026.647259304
1003186,SHIRE LANE,SHIRE,LANE,Shire Lane,Shire,UPPER SACKVILLE,UPPER SACKVILLE,17139,17139,164.034703913211
1003187,BARKHOUSE SETTLEMENT RD,BARKHOUSE SETTLEMENT,RD,Barkhouse Settlement Rd,Barkhouse Settlement,BARKHOUSE SETTLEMENT,BARKHOUSE SETTLEMENT,10104,10104,1707.0033249266
1003188,BARTLETTS RD,BARTLETTS,RD,Bartletts Rd,Bartletts,TERENCE BAY,TERENCE BAY,10105,10105,216.705850007308
1003189,BASTIAN POINT RD,BASTIAN POINT,RD,Bastian Point Rd,Bastian Point,EAST LAWRENCETOWN,EAST LAWRENCETOWN,10106,10106,507.231637445914
1003190,BAVARIA DR,BAVARIA,DR,Bavaria Dr,Bavaria,PORTERS LAKE,PORTERS LAKE,10108,10108,245.260993911563
1003191,BAYVIEW CRES,BAYVIEW,CRES,Bayview Cres,Bayview,PROSPECT,PROSPECT,10109,10109,1371.4448638127
1003192,WINDGATE DR,WINDGATE,DR,Windgate Dr,Windgate,BEAVER BANK,BEAVER BANK,10116,10116,2632.82531674663
1003193,WINDGATE DR,WINDGATE,DR,Windgate Dr,Windgate,WINDSOR JUNCTION,WINDSOR JUNCTION,10117,10117,3873.88659347303
1003194,BEECH HILL RD,BEECH HILL,RD,Beech Hill Rd,Beech Hill,SEABRIGHT,SEABRIGHT,10118,10118,1392.15868063243
1003195,BELLWOOD DR,BELLWOOD,DR,Bellwood Dr,Bellwood,HARRIETSFIELD,HARRIETSFIELD,10129,10129,485.253747089256
1003196,ST MARGARETS BAY RD,ST MARGARETS BAY,RD,St Margarets Bay Rd,St Margarets Bay,HUBBARDS,HUBBARDS,10430,10430,2987.45386577617
1003197,ST MARGARETS BAY RD,ST MARGARETS BAY,RD,St Margarets Bay Rd,St Margarets Bay,LAKESIDE,LAKESIDE,10433,10433,1805.14857160093
1003198,STANLEY BACK LANE,STANLEY BACK,LANE,Stanley Back Lane,Stanley Back,HALIFAX,HALIFAX,15313,15313,195.59776859521
1003199,COLUMBUS BACK LANE,COLUMBUS BACK,LANE,Columbus Back Lane,Columbus Back,HALIFAX,HALIFAX,15314,15314,192.365928186688
1003200,MERKEL BACK LANE,MERKEL BACK,LANE,Merkel Back Lane,Merkel Back,HALIFAX,HALIFAX,15315,15315,188.549246403445
1003201,SEBASTIAN BACK LANE,SEBASTIAN BACK,LANE,Sebastian Back Lane,Sebastian Back,HALIFAX,HALIFAX,15317,15317,180.688838067797
1003202,KELLY POINT DR,KELLY POINT,DR,Kelly Point Dr,Kelly Point,PROSPECT,PROSPECT,15318,15318,1601.7999690994
1003203,HIGGINSVILLE RD,HIGGINSVILLE,RD,Higginsville Rd,Higginsville,HIGGINSVILLE,HIGGINSVILLE,10397,10397,5458.25278894055
1003204,ROYALE BLVD,ROYALE,BLVD,Royale Blvd,Royale,DARTMOUTH,DARTMOUTH,16970,16970,510.599254237542
1003205,HIGHWAY 118 ETA 14,HIGHWAY 118 ETA 14,,Highway 118 ETA 14,Highway 118 ETA 14,WAVERLEY,WAVERLEY,17143,17143,37.9733261388283
1003206,FRIESIAN CRT,FRIESIAN,CRT,Friesian Crt,Friesian,HALIFAX,HALIFAX,17131,17131,202.256001799775
1003207,WRIGHTS COVE RD,WRIGHTS COVE,RD,Wrights Cove Rd,Wrights Cove,DARTMOUTH,DARTMOUTH,6720,6720,1892.73444883341
1003208,SUNSET AVE,SUNSET,AVE,Sunset Ave,Sunset,HALIFAX,HALIFAX,796,796,417.921371267961
1003209,MELLOR AVE,MELLOR,AVE,Mellor Ave,Mellor,DARTMOUTH,DARTMOUTH,16554,16554,387.437950489655
1003210,GARLAND AVE,GARLAND,AVE,Garland Ave,Garland,DARTMOUTH,DARTMOUTH,16201,16201,1121.06774308778
1003211,HIGHWAY 224,HIGHWAY 224, ,Highway 224,Highway 224,ELMSVALE,ELMSVALE,10416,10416,11185.1738539367
1003212,HIGHWAY 224,HIGHWAY 224, ,Highway 224,Highway 224,GREENWOOD,GREENWOOD,10417,10417,8080.89351579075
1003213,HIGHWAY 224,HIGHWAY 224, ,Highway 224,Highway 224,MARINETTE,MARINETTE,10418,10418,13767.0872421909
1003214,HIGHWAY 224,HIGHWAY 224, ,Highway 224,Highway 224,MIDDLE MUSQUODOBOIT,MIDDLE MUSQUODOBOIT,10419,10419,7158.52996020742
1003215,ST MARGARETS BAY RD,ST MARGARETS BAY,RD,St Margarets Bay Rd,St Margarets Bay,HEAD OF ST MARGARETS BAY,HEAD OF ST MARGARETS BAY,10429,10429,8649.92543515659
1003216,MILLER LAKE RD,MILLER LAKE,RD,Miller Lake Rd,Miller Lake,FALL RIVER,FALL RIVER,10675,10675,1268.36188116112
1003217,MILLS DR,MILLS,DR,Mills Dr,Mills,GOODWOOD,GOODWOOD,10676,10676,447.994393051423
1003218,MITCHELL LOGAN RD,MITCHELL LOGAN,RD,Mitchell Logan Rd,Mitchell Logan,DUTCH SETTLEMENT,DUTCH SETTLEMENT,10681,10681,276.765015427801
1003219,MONUMENT LOOP,MONUMENT,LOOP,Monument Loop,Monument,OYSTER POND,OYSTER POND,10682,10682,560.942516751777
1003220,HIGHWAY 7,HIGHWAY 7, ,Highway 7,Highway 7,PORT DUFFERIN,PORT DUFFERIN,10483,10483,7104.58185227774
1003221,HIGHWAY 7,HIGHWAY 7, ,Highway 7,Highway 7,SALMON RIVER BRIDGE,SALMON RIVER BRIDGE,10485,10485,2038.61656152508
1003222,SURREY WAY,SURREY,WAY,Surrey Way,Surrey,DARTMOUTH,DARTMOUTH,16199,16199,298.205794686568
1003223,INLET CRT,INLET,CRT,Inlet Crt,Inlet,WEST QUODDY,WEST QUODDY,16200,16200,319.10659295073
1003224,RAVINES DR,RAVINES,DR,Ravines Dr,Ravines,BEDFORD,BEDFORD,16202,16202,1102.24268042478
1003225,STAGE COACH LANE,STAGE COACH,LANE,Stage Coach Lane,Stage Coach,DUTCH SETTLEMENT,DUTCH SETTLEMENT,16204,16204,296.938983246583
1003226,PINEHURST WAY,PINEHURST,WAY,Pinehurst Way,Pinehurst,BEAVER BANK,BEAVER BANK,16205,16205,285.453816217613
1003227,LEXINGTON CRT,LEXINGTON,CRT,Lexington Crt,Lexington,STILLWATER LAKE,STILLWATER LAKE,15296,15296,650.477830511597
1003228,RIVER WALK,RIVER,WALK,River Walk,River,WILLIAMSWOOD,WILLIAMSWOOD,15300,15300,488.949822499237
1003229,THOMPSON RUN,THOMPSON,RUN,Thompson Run,Thompson,HAMMONDS PLAINS,HAMMONDS PLAINS,15301,15301,1959.95769663091
1003230,CLUB HOUSE LANE,CLUB HOUSE,LANE,Club House Lane,Club House,HAMMONDS PLAINS,HAMMONDS PLAINS,15302,15302,907.210650548812
1003231,ANNA LANE,ANNA,LANE,Anna Lane,Anna,PORTERS LAKE,PORTERS LAKE,15303,15303,378.439070715227
1003232,HIGGINSVILLE RD,HIGGINSVILLE,RD,Higginsville Rd,Higginsville,MIDDLE MUSQUODOBOIT,MIDDLE MUSQUODOBOIT,10398,10398,1311.97892351126
1003233,HIGHWAY 2,HIGHWAY 2, ,Highway 2,Highway 2,WELLINGTON,WELLINGTON,10406,10406,5529.08385723566
1003234,HIGHWAY 207,HIGHWAY 207, ,Highway 207,Highway 207,GRAND DESERT,GRAND DESERT,10408,10408,3160.46407021941
1003235,LOCHABER CRT,LOCHABER,CRT,Lochaber Crt,Lochaber,LAKE LOON,LAKE LOON,10600,10600,272.988727173511
1003236,LOGAN LANE,LOGAN,LANE,Logan Lane,Logan,WINDSOR JUNCTION,WINDSOR JUNCTION,10601,10601,313.358965466591
1003237,LESLIES HILL RD,LESLIES HILL,RD,Leslies Hill Rd,Leslies Hill,SPRY BAY,SPRY BAY,10602,10602,546.496840858831
1003238,MARKIES RD,MARKIES,RD,Markies Rd,Markies,SOBER ISLAND,SOBER ISLAND,10636,10636,610.902250472957
1003239,FELLESMERE LANE,FELLESMERE,LANE,Fellesmere Lane,Fellesmere,STILLWATER LAKE,STILLWATER LAKE,16220,16220,331.401289310719
1003240,TELFORD LANE,TELFORD,LANE,Telford Lane,Telford,STILLWATER LAKE,STILLWATER LAKE,16221,16221,360.18890171499
1003241,MARTIN LANE,MARTIN,LANE,Martin Lane,Martin,SHEET HARBOUR,SHEET HARBOUR,16222,16222,186.265951635084
1003242,JENNA LANE,JENNA,LANE,Jenna Lane,Jenna,HAMMONDS PLAINS,HAMMONDS PLAINS,16223,16223,565.13968114013
1003243,STEEPLEVIEW LANE,STEEPLEVIEW,LANE,Steepleview Lane,Steepleview,WEST CHEZZETCOOK,WEST CHEZZETCOOK,66683,66683,342.128641211676
1003244,CHAPAIS DR,CHAPAIS,DR,Chapais Dr,Chapais,LOWER SACKVILLE,LOWER SACKVILLE,7251,7251,595.453876541351
1003245,WINDFLOWER CRT,WINDFLOWER,CRT,Windflower Crt,Windflower,DARTMOUTH,DARTMOUTH,16619,16619,73.7707813835065
1003246,CRIMP CRT,CRIMP,CRT,Crimp Crt,Crimp,DARTMOUTH,DARTMOUTH,16620,16620,57.1409604596497
1003247,SARTO DR,SARTO,DR,Sarto Dr,Sarto,DARTMOUTH,DARTMOUTH,16621,16621,173.266498746736
1003248,LIGHTHOUSE LANE,LIGHTHOUSE,LANE,Lighthouse Lane,Lighthouse,EASTERN PASSAGE,EASTERN PASSAGE,16622,16622,179.403599108146
1003249,CAPSTONE CRES,CAPSTONE,CRES,Capstone Cres,Capstone,BEDFORD,BEDFORD,16831,16831,960.405288615448
1003250,PAMELA DR,PAMELA,DR,Pamela Dr,Pamela,HARRIETSFIELD,HARRIETSFIELD,16832,16832,587.690517597007
1003251,CLAUDIA CRES,CLAUDIA,CRES,Claudia Cres,Claudia,MIDDLE SACKVILLE,MIDDLE SACKVILLE,16836,16836,695.898628688997
1003252,FLORA CRT,FLORA,CRT,Flora Crt,Flora,MIDDLE SACKVILLE,MIDDLE SACKVILLE,16837,16837,132.683735984562
1003253,MOOSE RIVER RD,MOOSE RIVER,RD,Moose River Rd,Moose River,ELMSVALE,ELMSVALE,10683,10683,1149.64327804519
1003254,MOOSE RIVER RD,MOOSE RIVER,RD,Moose River Rd,Moose River,NEWCOMB CORNER,NEWCOMB CORNER,10684,10684,5481.71462220536
1003255,MOOSE RIVER RD,MOOSE RIVER,RD,Moose River Rd,Moose River,LINDSAY LAKE,LINDSAY LAKE,10685,10685,6163.8268232967
1003256,CRANEHILL RD,CRANEHILL,RD,Cranehill Rd,Cranehill,WESTPHAL,WESTPHAL,10245,10245,943.561258338105
1003257,CREWS CRT,CREWS,CRT,Crews Crt,Crews,BOUTILIERS POINT,BOUTILIERS POINT,10246,10246,170.111492190879
1003258,CRYSTAL HILL DR,CRYSTAL HILL,DR,Crystal Hill Dr,Crystal Hill,SAMBRO HEAD,SAMBRO HEAD,10247,10247,517.933814315589
1003259,CRYSTALWOOD DR,CRYSTALWOOD,DR,Crystalwood Dr,Crystalwood,EAST PENNANT,EAST PENNANT,10248,10248,842.973499417634
1003260,LAKESHORE DR,LAKESHORE,DR,Lakeshore Dr,Lakeshore,HAMMONDS PLAINS,HAMMONDS PLAINS,10581,10581,4171.9759448231
1003261,THOMAS DR,THOMAS,DR,Thomas Dr,Thomas,FALL RIVER,FALL RIVER,10583,10583,367.444851257585
1003262,LAKEFRONT DR,LAKEFRONT,DR,Lakefront Dr,Lakefront,HAMMONDS PLAINS,HAMMONDS PLAINS,10585,10585,1429.13057943233
1003263,LANTERNS WAY,LANTERNS,WAY,Lanterns Way,Lanterns,UPPER TANTALLON,UPPER TANTALLON,10589,10589,544.459834179634
1003264,LARRIGAN DR,LARRIGAN,DR,Larrigan Dr,Larrigan,MIDDLE SACKVILLE,MIDDLE SACKVILLE,10590,10590,658.404635143227
1003265,EMMETT LANE,EMMETT,LANE,Emmett Lane,Emmett,HUBLEY,HUBLEY,16188,16188,313.768287151143
